ID	Desc	Name
10	[b][align=center][color=#ffe5a1][size=22]New Content: Mortals and Immortals[/size][/color][/align][/b][b][size=20][color=#F2D896]Unlock the secrets:[/size][/color][/b]\nThe portal to unlock the secrets system in the sect management interface, where you can view the information you have already acquired. You can use this information to make friends with the world, to join forces or to stir up trouble. \n\n[b][size=20][color=#F2D896]Socialising in the Jianghu:[/size][/color][/b]\nNow, every character is vivid and specific. You can get information about your target, inquire about needed news and obtain desired treasures through casual conversations, discussions, invitations, gifts and other actions according to your needs. \nThe information about each character contains the following dimensions: [b]\nMystery, Traces, personality, weaknesses, Secret Knowledge, Favorites, Dislikes, and Personal Treasure. [/b]\n\n[b][size=20][color=#F2D896]New Plot:[/size][/color][/b]\nThere is no impervious wall in the world, and whatever has happened must have left some trace in the world. It's just that these secrets are known and understood differently by different people, which is true or false, which is right or wrong? And what is certain is that those who lived through it will keep their mouths shut. In the pursuit of the destruction of the Taiyi sect, you will encounter various difficult puzzles, which will be revealed in the hidden pages. It is not easy to find the scattered clues and piece together the hidden truth from them. \nIn order to crack the hidden mystery, one needs to collect the participants, their motives, and relevant evidence. \n\n[b][size=20][color=#F2D896]Participants:[/size][/color][/b]\nThe possible participants of this hidden mystery. \nFor some participant clues obtained by hearsay, corresponding evidence is needed to make them valid. \n\n[b][size=20][color=#F2D896]Motive:[/size][/color][/b]\nIn general, participants will have their motives. If no convincing motivation can be found, then the participant cannot be effective. \nFor some clues of motivation obtained by hearsay, there needs to be corresponding evidence to make them valid. \n\n[b][size=20][color=#F2D896]Evidence:[/size][/color][/b]\nEvidence is generally used to complement the validity of participants and motivational cues. Sometimes, crucial evidence can carry forward and make hidden secrets clear. \n\n[b][size=20][color=#F2D896]Truth:[/size][/color][/b]\nWhen a complete set of participants, motives and evidence is assembled, the mystery will be solved. \nAfter solving a mystery, you may get a new one waiting to be solved, or you may get the final answer and the truth will be revealed.	Mortals and Immortals
11	[b][align=center][color=#ffe5a1][size=22]New miracles: [/size][/color][/align][/b][b][size=20][color=#F2D896]Celestial Meditation: [/size][/color][/b]\nSit quietly while converting your accumulated Belief into Cultivation.\n[b][size=20][color=#F2D896]Meditation of Divinity: [/size][/color][/b]\nSit quietly while converting your accumulated Belief into Cultivation, but with a rather low conversion rate.\n[b][size=20][color=#F2D896]Meditation of Unification: [/size][/color][/b]\nSit quietly while converting your accumulated Belief into Cultivation, but with a slightly low conversion rate.\n[b][size=20][color=#F2D896]Mind Fasting: [/size][/color][/b]\nEnter Mind Fasting, which gradually reduce the impact of emotions on your Mood, and continues for a period of time after completion. The length of time the effect persists after its completion is equivalent to the time you spent in Mind Fasting.\n[b][size=20][color=#F2D896]Resurrection Spell: [/size][/color][/b]\nResurrects a dying or dead character. You receive 10 Divinity.\n[b][size=20][color=#F2D896]Yin Yang Reversal: [/size][/color][/b]\nResurrects all dying and fallen character on your side within the scene. You receive 100 Divinity.\n[b][size=20][color=#F2D896]Clean Mind: [/size][/color][/b]\nResolve an Obsession for the character, and obtain an Obsession Gem.\n[b][size=20][color=#F2D896]Deification: [/size][/color][/b]\nast a spell to temporarily raise your Divinity to extreme. However, each usage will permanently increase your Divinity by 1.\n[b][size=20][color=#F2D896]Persuasion: [/size][/color][/b]\nPersuade ally or neutral Inner disciple characters to try to convert them into Core Followers.\n[b][size=20][color=#F2D896]Pacification: [/size][/color][/b]\nRelease on a non-Shendao cultivating character and reduce its Mood multiplier by 25%, lasting 7 days.\n[b][size=20][color=#F2D896]Divine Rallying Spell: [/size][/color][/b]\nIncrease the base material output of your god-possessed area by 100% within 10 days.\n[b][size=20][color=#F2D896]Wish-fulfilling Spell: [/size][/color][/b]\nIncrease the base material output of your god-possessed area by 200% within 4 days.\n[b][size=20][color=#F2D896]Sole Reverence Spell: [/size][/color][/b]\nIncrease the base material output of your god-possessed area by 500% within 1 day.\n[b][size=20][color=#F2D896]Astrological Foresight: [/size][/color][/b]\nSelect a character to try to learn their whereabouts. The higher your Attainment and the more information you have, the higher the success rate of learning target's whereabouts.\n[b][size=20][color=#F2D896]Divinity Tracing: [/size][/color][/b]\nSelect a character to try to learn their whereabouts. The more Divine Residents and information you have, the higher the success rate of learning target's whereabouts.	New miracles
12	[b][align=center][color=#ffe5a1][size=22]New contents[/size][/color][/align][/b][b][size=20][color=#F2D896]New Items: [/size][/color][/b]\n[b]·Sarira: [/b]\nThe remaining bones with the power of Belief retrieved from destroyed Deity's Body. If you are capable of bearing its power and integrate it into your body, it can significantly increase your Divinity, improve Mental State permanently as well as raising the Max Divine Residents cap. It grants a smaller effect if worn on the body.\n[b]·Obsession Gem: [/b]\nCrystallization generated from obsession in human mind, it contains all kinds of intense emotions, desires and miscellaneous thoughts. Effects unknown.\n[b]·Ancient Scroll: [/b]\nA secret scroll that circulated during ancient times, its content unknown.\n[b]·Polis Lumina Core: [/b]\nLumina Core with the power of the star Polis dwelling within it. Perhaps one can harness this power to use as Guard by interacting with it through Law of Shendao.[b]\n\n[size=20][color=#F2D896]New buildings: [/size][/color][/b]\n[b]·Deity's Body: [/b]\nMotal body left by Ascended Deities.\n\n[b][size=20][color=#F2D896]New secrets: [/size][/color][/b]\n[b]·Golden Casket Opened: [/b]\Lake Jadestone in The Great Snowland has been throwing up some waves in recent days, indicating that the Golden Casket treasures within it will be opened seven days later. The Golden Casket contains all kinds of rare treasures collected or extorted by Fu Pikong, the Emperor of Demons, during his days being an overlord. Its opening has brought an onrush of cultivators seeking their fortune.\n[b]·Rebuild Agency: [/b]\nThe followers of Taiyi Sect are heard complaining about having no place to worship. Should you go investigate?\n\n	Other Contents
13	[b][align=center][color=#ffe5a1][size=22]New Content: Talisman Cultivation[/size][/color][/align][/b][b][size=20][color=#F2D896]New law: [/size][/color][/b]\n[b]Primordial Symbols Law: [/b]A school of teachings thought to come from the Golden Immortal Yunzhong Zi. It found a new way outside of the traditional system of Golden Core Cultivation. Seizing the moment of breakthrough, one would be able to congeal five Natal Talismans, which have fascinating uses.\n\n[b][size=20][color=#F2D896]New character He Zudao: [/size][/color][/b]\nRumor has said that our sect's Elder He Zudao loves studying talismans and often draws talismans that have never been seen before. They must have inherited some secret legacy.\n\n[b][color=#F2D896]Natal Talisman: [/size][/color][/b]\nUse Qi to draw a Natal Talisman. There ara five draw method due to Qi costs: Ivory-light Technique, Emerald-spirit Technique, Aqua-specter Technique, Violet-spirit Technique, Cundi Technique. The talisman effects can be raised up to 4 times!\n\n[b][size=20][color=#F2D896]Unlock 23 new talismans.[/size][/color][/b]\n	Talisman Cultivation
14	[b][align=center][color=#ffe5a1][size=22]New Content: Formations[/size][/color][/align][/b][b][size=20][color=#F2D896]Unlock the Formation system: [/size][/color][/b]\nA complete formation is made up of a Pillar and several Auxiliaries. Cultivators obtain new Pillars and Auxiliaries by searching for secret books, sensing the heavenly dao, etc., and then freely put them together to form a formation. \nThrough the formations, players can gather several cultivators into a single unit, and they can both prosper and lose at the same time. They can either share the damage with each other or combine their efforts to release spells and spells that exceed their individual limits to severely damage their opponents. \n\n[b][size=20][color=#F2D896]Formation mystery:[/size][/color][/b]\nThe so-called mystery is the law that everything in heaven and earth is related to each other. After thousands of years of cultivation, there are more than twenty kinds of mysterious secrets in the world. The Pillars and Auxiliaries of the formation are connected through the echoes of the mysterious secrets, and this is the basis of the operation of the Way of Formation. \nThis is the basis for the operation of the formation. Therefore, the effects of formations connected by different mysterious secrets can vary greatly. \n\n[b][size=20][color=#F2D896]Formation True Meaning:[/size][/color][/b]\nThe so-called Formation True Meaning refers to a specific state of mind hidden in the pillar. The true intent of the formation is activated by the mysterious mechanism that connects the pillar to the auxiliary of the formation. Once the formation has the true intent, its effect will also be greatly enhanced. \n\n[b][size=20][color=#F2D896]Ancient Formation Diagrams:[/size][/color][/b]\nIn addition to the formations set up by the cultivator himself through the Pillars and Auxiliaries of the formation, there are also many ancient formation diagrams handed down in the cultivation world. These formations are so powerful that the principles of their arrangement are no longer available and can only be laid out according to them. If the person who sets up the formation meets certain conditions, it can even stimulate the hidden mysteries of the formation and bring its infinite power into full play.	Formations
15	[b][align=center][color=#ffe5a1][size=22]New Content: Sub spirits[/size][/color][/align][/b][b][size=20][color=#F2D896]Unlock Sub spirits: [/size][/color][/b]\nA cultivator who has reached the Primordial Spirit State can obtain a sub spirit through cultivation, studying secret manuals, taking pills, studying the Heavenly Dao, challenging the Heavenly Tribulation, and so on. By making use of the sub spirits, cultivators at the Primordial Spirit State can go much further. \n\n[b][size=20][color=#F2D896]Attachment: [/size][/color][/b]\nThe cultivator of the Primordial Spirit State can use the method of Attachment to consign his or her cultivation perceptions and memories to the equipment. This move will cause the cultivator's original body to lose this part of its ability, but it also frees the cultivator of new room for growth at the same time. \n\n[b][size=20][color=#F2D896]Unlocking Multiple Heavenly Tribulations:[/size][/color][/b]\nWhen the attainment and lifespan break through a certain limit, the cultivators can challenge the corresponding Heavenly Tribulation in order to break through the limits of the Heavenly Dao and gain new space for cultivation. \n\n[b]-[/b]Each time one passes the Dao, lifespan, and lingering heavenly tribulation, one will gain a sub spirit.	Sub spirits
16	[b][align=center][color=#ffe5a1][size=22]New Content: Auction[/size][/color][/align][/b]Ye Xuan From time to time, Ye Xuan holds auctions. There are a thousand and one items in them, and the characters who come to participate are also diverse, some rich, some with treacherous intentions, and some who come under orders. To obtain rare treasures at low prices, you need to think of ways to get them. \n\n[b][size=20][color=#F2D896]Mortal Relic Auction: [/size][/color][/b]\nSelling some ordinary pills and treasures, it is open frequently. The participants of the mortal goods auction are also ordinary cultivators who are also relatively cash-strapped and have limited purchasing power. \n\n[b][size=20][color=#F2D896]Miscellaneous Auction: [/size][/color][/b]\nThis auction sells a wide range of items, with a large variety of people joining it too, so you need to work a ruse in them to make a profit. \n\n[b][size=20][color=#F2D896]Mystic Auction: [/size][/color][/b]\nThe items to be sold in this auction are shrouded in mysteries and cannot be identified. Is the item bought a heavenly treasure? Or is it a useless item? It is only up to you to identify. \n\n[b][size=20][color=#F2D896]Treasure Auction:[/size][/color][/b]\nItems being sold in this auction are all very rare treasures, and the guests attending it are all extraordinary people It's up to you whether you can overpower the crowd in it.	The auction
17	[b][align=center][color=#ffe5a1][size=22]New secrets[/size][/color][/align][/b][b][size=20][color=#F2D896]Traces of an Old Friend: [/size][/color][/b]\nRecently, the nearby villagers said they saw a strange man with extremely long arms appear in Mt. Coppertomb, who run very fast and climb mountains with ease. The description sounds like the old seventh disciple of Taiyi sect who became obsessed with formations. Did he survive that catastrophe, too? Maybe you should go check it out sometime.\n\n[b][size=20][color=#F2D896]Golden Casket Opened: [/size][/color][/b]\nLake Jadestone in The Great Snowland has been throwing up some waves in recent days, indicating that the Golden Casket treasures within it will be opened seven days later. The Golden Casket contains all kinds of rare treasures collected or extorted by Fu Pikong, the Emperor of Demons, during his days being an overlord. Its opening has brought an onrush of cultivators seeking their fortune.er	New secrets
18	[b][align=center][color=#ffe5a1][size=22]More New Contents[/size][/color][/align][/b][b][size=20][color=#F2D896]New miracles: :\n[/b][/size][/color][b]·Seal contract: [/b]\nCast to a lower state demon and seal it into a contract.\n[b]·Spirit Splitting: [/b]\nManipulate your Primordial Spirit and forcing it to split in order to obtain an additional sub-spirit. You will lose Max Qi in this process and age rapidly. The more times you perform the splitting, the higher the price you pay.\n\n[b][size=20][color=#F2D896]New equipment: [/size][/color][/b]\n[b]·[/b]Mantles\n[b]·[/b]Contracts\n\n[b][size=20][color=#F2D896]New pets: [/size][/color][/b]\n[b]·[/b]Qin Muxue\n\n[b][size=20][color=#F2D896]Unlock buildings:[/size][/color][/b]\n[b]·[/b]Spirit Fox Statue: Can be used to revive or summon Spirit Fox.\n\n[b][size=20][color=#F2D896]Unlock Items[/size][/color][/b]\n[b]·Prime Pill: [/b]\nDivine pill of the ancient times said to be made from a wisp of primeval Qi of clarity and turbidity from the world's creation. Its concocting method is long lost. By consuming this pill, one can reenact the creation of heaven and earth within one's Primordial Spirit, thus obtaining two sub-spirits. This pill can only be taken once during a lifetime. Only effective when one's Cultivation is at Primordial Spirit level.\n[b]·Unison Pill: [/b]\nDivine pill of the ancient times, its concocting method long lost. By consuming this pill one become aware of another self, generating a new sub-spirit. This pill can only be taken once during a lifetime. Only effective when one's Cultivation is at Primordial Spirit level.\n[b]·Division Pill:[/b]\nDivine pill of the ancient times, its concocting method long lost. By consuming this pill, one can make use of its strong potency to forcefully generate a new sub-spirit. However, it will cause permanent damage to the cultivator's Mental State. Only effective when one's Cultivation is at Primordial Spirit level.\n[b]·Clone Pill: [/b]\nAfter consuming it, you can use a double to participate in an auction, which allows you to escape immediately in case you don't bring enough Spirit Stones.\n[b]·Strange Mushroom: [/b]\nStrange mushroom, consumption may cause hallucination.\n[b]·Winter Worm Summer Herb: [/b]\nA grass of many shapes and forms that matures only in winter and summer, it is also known to the world as the grass of a hundred changes. When taken, it temporarily improves the ability to adapt to extreme environments.\n[b]·Auction Invitation: [/b]\nInvitation letter to an auction held by Ye Xuan.	Other Contents
19	[b][align=center][color=#ffe5a1][size=22]New Content: Physical Cultivation[/size][/color][/align][/b]If mortals are barrels full of holes, the Qi passes through them and cannot be retained. An immortal cultivator fills the holes in this barrel, making it a closed container and continuously expanding its capacity. Unlike these Qi cultivators, physical cultivators use the essence of heaven and earth to refine their bodies, filling the barrel to a solid core and henceforth rejecting all the mysterious effects brought about by the Qi: pills, charms and magical powers cannot be added to the body. Because of this, once one embarks on the path of body cultivation, there is no turning back, no rest until death. \n\n[b][size=20][color=#F2D896]New Laws:[/size][/color][/b]\n[b]\n[b]Primordial Unity Body: [/b]\nA remold cultivation Law passed down from ancient times that imitates the shapes of all creatures, follows the will of the universe and obeys the law of the six directions. This spell excels at integrating with nature and step by step evolving into one unifying entity that signifies the intricacy of all the creatures in the world. The physical body becomes divine and embraces oblivion.\n\n[b]Barbarous Forging Body: [/b]\nA remold cultivation Law created by human physical cultivators in reference to ancient sages' natural Yaoguai bodies. This Law is noted for its wild and aggressive nature and excels at refining bones to eventually create a Barbarous Forging Body. The physical body becomes divine and embraces oblivion. \n\n[b]Ancestral Yaoguai Body: [/b]\nIt is told to be the physical training  cultivation Law passed down by the Ancestral Yaoguai. This Law excels at remolding organs, as it believes there's countless treasures hidden in the organs of all creatures and understanding their secrets will make a physical body divine and embrace oblivion. Note that this Law contains many secret bodies tailormade for various species of Yaoguai, and if the body structure is different, it will be hard for the Law to take effect. \n\n[b]Fallen Obliteration Body: [/b]\nIn the past, some physical cultivators thought of this life as a cage and polar nights are the light cast from outside the cage. They absorbed a strange essence from the polar nights and used it to remold the body, believing it will eventually be transformed into a vehicle that breaks the cage and carries them away from the misery. This school of physical cultivators worshiped polar nights and were shunned by everyone else, thus named Obliteration Cult. Their foundational Law is therefore called Obliteration Body. \n\n[b][size=20][color=#F2D896]Breathing the Heaven and Earth:[/size][/color][/b]\nphysical cultivation can be used to temper the physical body by exhaling the vital energy of the heaven and earth and refining the essence of the Great Dao in it with a strong physical body. Depending on the location and the time of day, the essence can be obtained differently. For example, at noon you can obtain the essence of the supreme Yang, and at midnight you can obtain the essence of supreme Yin. There are even physical cultivation masters who can refine the precious essence of robbery extinction from the heavenly tribulation ......\n\n[b][size=20][color=#F2D896]Devouring all things:[/size][/color][/b]\nRefiners benefit from a powerful digestive power and can no longer simply digest food as ordinary people can. They can devour all things and refine themselves by extracting from them the essence of each different dao. For example, they can obtain fire essence by devouring fire-attributed items, Flood Dragon Essence by devouring Flood Dragon Forbidden Scales, and even what one would normally think of as filth have certain special dao essences left in them that can be extracted by physical cultivators ......\n\n[b][size=20][color=#F2D896]Remold their bodies:[/size][/color][/b]\nPhysical cultivators use their own essence as fire, calcining the essence of the heaven and earth dao to quench their flesh and make their own flesh gradually metamorphose. Physical cultivators can initially only quench their own flesh and skin. However, as one's cultivation level increases, one's bones, heart, lungs and internal organs can all be strengthened. Ultimately, they can achieve an indestructible golden body, which will allow them to cross the world. \n\n[b][size=20][color=#F2D896]Constructing the Secret Body:[/size][/color][/b]\nMost of the ancient demon races have some strong natural abilities that rely on their unique flesh structure. Body cultivators use this as a blueprint to create a method to condense these special bodies, which is the secret body. \nWhen a cultivator follows the methods recorded in the secret body and quenches certain parts of himself according to specific methods, he can successfully condense the secret body. The Secret Body often possesses very powerful effects, and once the Secret Body is enabled on the Equipment page, it can be used for offense or defence. \n\[b][size=20][color=#F2D896]Special Battle Techniques:[/size][/color][/b]\n\ A body refiner who relies on the physical body to fight has many special characteristics when fighting. \n[b]-Shield Penetration:[/b]\nTheir special operation of true air can greatly reduce the conversion ratio of an enemy's Qi shield to damage. \n[b]-Artifact Suppression:[/b]\nTheir strong body and quick reflexes can directly capture a artifact and suppress it. However, the suppression of artifacts is extremely costly in terms of their own true qi. \n[b]-Battle Stance:[/b]\nThey have their bodies at their disposal, and if they wish, they can even resist flying swords and magic treasures and directly attack the target's body. \n\n[b][size=20][color=#F2D896]Painful Memories:[/size][/color][/b]\nThe hardships in the life of a physical cultivator are their precious treasures. These sufferings they experience they will remember and explode in the form of a furious rage at critical moments, dramatically increasing their combat power.	Physical Cultivation
20	[b][align=center][color=#ffe5a1][size=22]New Content: Yaoguai Uprising[/size][/color][/align][/b][b][size=20][color=#F2D896]New place: the Daemonia Temple[/size][/color][/b]\n\n[b][size=20][color=#F2D896]11 new yaoguais added: [/size][/color][/b]\nRabbit Yaoguai, Wolf Yaoguai, Tiger Yaoguai, Bear Yaoguai, Bull Yaoguai, Cat Yaoguai, Frog Yaoguai, Chicken Yaoguai, Snake Yaoguai, Turtle Yaoguai, Boar Yaoguai.\n[b]·New Yaoguai Enemies[/b]\n\n[b][size=20][color=#F2D896]New game with Yaoguais: [/size][/color][/b]\nNow players can start the game with yaoguais. When creating reincarnators, Yaoguai races are also selections.\n\n[b][size=20][color=#F2D896]New specific experiences for 22 new Yaoguai characters:[/size][/color][/b]\nWhen choosing Yaoguai to start the game, there are 22 specific Yaoguai experiences you can choose from.\n\n[b][size=20][color=#F2D896]New manual Chant of Animal: [/size][/color][/b]\nSecret technique for training fierce beasts of Mt. Hundred Insects, it recorded some exclusive elixirs for inducing sentience in wild beasts. You can buy it from the Mt. Hundred Insects.\n\n[b][size=20][color=#F2D896]Chant of Phenomena: [/size][/color][/b]\nSome immortal has recorded various scenes of different emotions that he experienced on the Law of cultivation within it. It allows different animals to relive these scenes with an immersive experience. You can buy it from the Blue Lotus Temple.	Yaoguai Uprising
21	[b][align=center][color=#ffe5a1][size=22]New Content: Everything Sentient[/size][/color][/align][/b]Flowers and trees, tables, chairs, doors and walls, swords, calligraphy and paintings, etc., although they do not have soul consciousness, they will accumulate spirituality over time, especially those objects that are always in the company of a master. For these objects with deep spirituality, if they are given the chance or are enlightened by a senior person, they will gain self-awareness, which is called a Sentient Spirit. \n\n[b][size=20][color=#F2D896]Sentient chance:[/size][/color][/b]\nThe chance that a mortal object receives a change in the sky or is enlightened by a superior being, which is the reason for the birth of a Sentient Spirit. There are several kinds of chances for mortal creatures to become sentient: \n[b]- enlightenment by a superior person:[/b]\nA cultivator of the immortal way with profound moral virtues is always influencing the mortal creatures around him with his perception of heaven and earth, and those with profound chances may be born with spiritual wisdom. \n[b]-Celestial Sensation:[/b]\nThe special celestial changes that occur naturally represent a violent change in the rules of heaven and earth, and whenever this happens, there may be mortal creatures with profound fortune to be sensitised to give birth to intelligence. \n[b]-Miracle enlightenment:[/b]\nSome special miracles can directly and forcibly enlighten mortal beings, but this is not easy and often requires sustained effort to succeed. \n[b][size=20][color=#F2D896]Mortal object enlightenment:[/size][/color][/b]\nOnce a mortal object is enlightened, it will have the following changes \n[b]-Essence sublimation:[/b]\nWhen a mortal object is enlightened, its essence also undergoes a qualitative change and its rank will be sublimated by 1 rank. \n[b]-Protection from harm:[/b]\nWhen a mortal is enchanted, it will give feedback on the dangers and benefits of the outside world, although this is usually of little use. \n[b]-Growing by devouring:[/b]\nA mortal possesses the ability to devour when it is enlightened, and can change its own five elemental ratios according to the five elements of the item it has devoured. This directly affects its attributes when it takes the form of a human. \n\n[b][size=20][color=#F2D896]\nBody of Genesis: [/size][/color][/b]\nIf a spirit monster can be shaped and transformed by a cultivator with the essence of creation in heaven and earth, it can obtain a human body. At this point, the sentient spirit can embark on the path of cultivation and has the opportunity to live forever. \n\n[b][size=20][color=#F2D896]After being shaped into a body by the essence of creation, the sentient spirit will have the following changes:[/size][/color][/b]\n[b]-Naive mind:[/b]\nThe sentient spirit is scattered by nature and has difficulty in sinking its mind into enlightenment of the Dao. But also because of their simplicity of mind, sentient spirit are naturally in an excellent state of mind and are hardly disturbed by obsessions and distractions. In this sense, they are first-class cultivators of the mind. \n[b]-Body of the Five Elements:[/b]\nSentient spirits are different from humans who are born with all five elements. When shaping their bodies during creation, the ratio of the five elements of the sentient spirits will seriously affect the five-dimensional attributes and natural roots of their shaped bodies. Although the imbalance of the five elements will bring about various defects, they may also give birth to a body of five elements that humans could never have. \n[b]-Essential sublimation:[/b]\nOnce a spirit or monster embarks on the path of cultivation, its essence will also continue to sublimate as its cultivation level rises, which is why they often get into trouble for killing themselves. \n[b]-Gifted Traits:[/b]\nsentient spirits also possess powerful traits in specific dimensions depending on their original bodies, which are unimaginable gifts for other natural beings. \nDead creatures become spiritual, and then take form, in the process also attracting the covetousness of various cultivators, which is really difficult, which is perhaps the compensation of heaven.	Everything Sentient
22	[b][align=center][color=#ffe5a1][size=22]New Content: Animal awaken[/size][/color][/align][/b][b][size=20][color=#F2D896]Awaken: [/size][/color][/b]\nBy chance or by taking an immortal elixir, one subsequently possesses a fragmented consciousness that can perceive the world. \n\n[b][size=20][color=#F2D896]Memory and thought:[/size][/color][/b]\nThe awakened animal develops hazy impressions of all things in heaven and earth, and when these impressions recur, the animal develops memory and thought of this impression and transforms it into pieces of reason, perception or cognition, depending on the type of impression. \n[b]-[/b]Cognition: knowledge of various things, with a focus on improving combat attributes. \n[b]-[/b]Rationalilty: understanding of various scenarios, with a focus on speed of cultivation. \n[b]-[/b]Perception: the sense of various emotions, with a focus on the fifth basic attibutions, but emotions hurt their attribute resistance. \n\n[b][size=20][color=#F2D896]Intelligence Generation:[/size][/color][/b]\nWhen the beast has one piece each of Rationalilty, Perception, and Cognitive fragments at the same time. When an animal has one piece of Rationalilty, one piece of Perception and one piece of Cognition, it will awaken a piece of full Intelligence. The awakening of Intelligence at this point represents the beast's first knowledge of the world, so the content of the awakened pieces of Spiritual Intelligence fundamentally affects the beast's attributes. \n\n[b][size=20][color=#F2D896]Qi sensing:[/size][/color][/b]\nThe beast will gradually sense the Qi after its awakening to prepare itself for its Half-shapeshift. \n\n[b][size=20][color=#F2D896]Half-shapeshift:[/size][/color][/b]\nanimals can awaken and half-form into human beings after they have accumulated the basic amont of intelligence and completed the accumulation of enough essence. \n\n[b][size=20][color=#F2D896]Shapeshift Tribulation: [/size][/color][/b]\nAfter the half shapeshifting, the Heavenly Dao will pay attention to it and send down the Heavenly Shapeshift Tribulation after a period of time. The higher the intelligence of the animal, the greater the attention of the heavenly dao, and the faster the tribulation will come. If the tribulation is passed, one can shapeshift into a human completely. If the animal fails to pass the tribulation, it will lose its spiritual wisdom and become a demonic beast of the same realm, and its chances of cultivation all lost.	Animal Awaken
23	[b][align=center][color=#ffe5a1][size=22]New miracles: [/size][/color][/align][/b][b][size=20][color=#F2D896]Darksoul Genesis: [/size][/color][/b]\nCost 7 Anguish Soul Gems, 3 Soul Gems and 1 Primordial Soul Gem, try to communicate with and illuminate the target item through psychic power. The illumination result will need some time to appear. The item cannot be illuminated with psychic power again while in an illumination session. The higher the spell caster's attainment, and the more times the item has been illuminated, the easier it is for the item to be illuminated successfully.。\n[b][size=20][color=#F2D896]Lifeforce Genesis: [/size][/color][/b]\nCost 10 years of Lifespan and 1 Primordial Soul Gem, try to communicate with and illuminate the target building through psychic power. The illumination result will need some time to appear. The building cannot be illuminated with psychic power again while in an illumination session. The higher the spell caster's attainment, and the more times the building has been illuminated, the easier it is for the building to be illuminated successfully.\n[b][size=20][color=#F2D896]Body of Genesis: [/size][/color][/b]\nCost 1 Fortune Seed, rejuvenate the target back to the status when it was 14 years old, and restore all lost body parts. If used on a sentient spirit, it will create a new body for it.\n[b][size=20][color=#F2D896]Qi of Genesis: [/size][/color][/b]\nCasts spells to simulate the various changes of nature and make the animal feel the magnificence of creations to awaken its intelligence. This spell is harmful for the Creed of Heaven and costs lifespan.\n[b][size=20][color=#F2D896]Heaven-mending Chant: [/size][/color][/b]\nCost 1 Primordial Soul Gem. Use on an artifact incubation to meet its activation conditions immediately.\n[b][size=20][color=#F2D896]Whale Breathing: [/size][/color][/b]\nBegins intense breathing at the designated location with an efficiency 100x that of the normal method. The chest and lungs will be overloaded after using this spell and the breathing efficiency will be drastically reduced in the next ten days.\n[b][size=20][color=#F2D896]Devouring Mouth: [/size][/color][/b]\nUnleashes Devouring Mouth. Using this secret body can accelerate the body functions and directly devour energy from heaven and earth for replenishment. Release the skill again to stop this effect.\n[b][size=20][color=#F2D896]Fleeting Life: [/size][/color][/b]\nUses the True Qi generated by the Rejected Body to run through the body and drastically increase the consumption rate of lifespan and remold speed. Release the skill again to stop this effect.\n[b][size=20][color=#F2D896]Fallacious Life: [/size][/color][/b]\nUses the True Qi generated by the Rejected Body to run through the body and drastically increase the consumption rate of lifespan and remold efficiency. Release the skill again to stop this effect.\n[b][size=20][color=#F2D896]Transporting Energy: [/size][/color][/b]\nCosts 50 Life Essence to direct energy from the whole body to heal one's own injuries, lasts 100 sec.\n[b][size=20][color=#F2D896]Divine Mercy: [/size][/color][/b]\nPlants are alive but have no mercy. To illuminate a plant needs 1 Humanity as primer. Costs 9 Obsession Gems and 1 Primordial Soul Gem to try to illuminate its psychic power. The illumination result will need some time to appear. The plant cannot be illuminated with psychic power again while in an illumination session. The higher the spell caster's divinity, and the more times the plant has been illuminated, the easier it is for the item to be illuminated successfully.\n[b][size=20][color=#F2D896]Understanding: Resentment: [/size][/color][/b]\nUses Wood Qi to make the animal feel resentment to awaken its intelligence. This spell is harmful for the Creed of Heaven and costs lifespan.\n[b][size=20][color=#F2D896]Understanding: Joy: [/size][/color][/b]\nUses Fire Qi to make the animal feel joy to awaken its intelligence. This spell is harmful for the Creed of Heaven and costs lifespan.\n[b][size=20][color=#F2D896]Understanding: Thoughts: [/size][/color][/b]\nUses Earth Qi to make the animal have thoughts to awaken its intelligence. This spell is harmful for the Creed of Heaven and costs lifespan.\n[b][size=20][color=#F2D896]Understanding: Fear: [/size][/color][/b]\nUses Water Qi to make the animal have fear to awaken its intelligence. This spell is harmful for the Creed of Heaven and costs lifespan.\n[b][size=20][color=#F2D896]Understanding: Anxiety: [/size][/color][/b]\n使Uses Metal Qi to make the animal have anxiety to awaken its intelligence. This spell is harmful for the Creed of Heaven and costs lifespan.\n[b][size=20][color=#F2D896]	New miracles
